UniProtAC	LOC_GO	LOC_NAME	In SwissProt	ChildOf SwissProt	In LocTree3	Confirmed	Num Docs	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID
P05030	GO:0009986	cell surface	FALSE	FALSE	FALSE		3	12244215	10679016	11877403																																																																								
P32913	GO:0005773	vacuole	FALSE	FALSE	FALSE		3	9285823	8416961	19204378																																																																								
P27636	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		3	27898700	17543869	25428987																																																																								
Q01454	GO:0032432	actin filament bundle	FALSE	FALSE	FALSE		3	21401840	19710424	21899677																																																																								
P53037	GO:0005773	vacuole	FALSE	FALSE	FALSE		3	12441642	20016005	9370338																																																																								
P13134	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		3	8070399	1954888	10393104																																																																								
P11938	GO:0034399	nuclear periphery	FALSE	TRUE	FALSE		3	7744964	1315786	18073421																																																																								
P32458	GO:0005816	spindle pole body	FALSE	FALSE	FALSE		3	11676915	8636217	11950932																																																																								
Q02948	GO:0005776	autophagosome	FALSE	TRUE	FALSE		3	17979984	21606679	25568150																																																																								
P40566	GO:0005777	peroxisome	FALSE	FALSE	FALSE		3	10922370	11361135	11309418																																																																								
P20840	GO:0009986	cell surface	FALSE	FALSE	TRUE		3	12324364	15470102	12021802																																																																								
P21576	GO:0000139	Golgi membrane	FALSE	FALSE	FALSE		3	7698993	8344247	7862158																																																																								
Q07950	GO:0005811	lipid particle	FALSE	FALSE	FALSE		3	18269180	16919863	16835446																																																																								
P48235	GO:0005634	nucleus	FALSE	FALSE	TRUE		3	19352039	18422613	21307597																																																																								
P11710	GO:0009986	cell surface	FALSE	FALSE	FALSE		3	15020407	19812245	14742720																																																																								
P32486	GO:0005618	cell wall	FALSE	FALSE	FALSE		3	12237851	22447934	21193403																																																																								
P35193	GO:0005776	autophagosome	FALSE	TRUE	FALSE		3	21839922	19021777	19398890																																																																								
P05316	GO:0005794	Golgi apparatus	FALSE	FALSE	TRUE		3	8144575	15215319	26536126																																																																								
Q12745	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		3	21482823	15958492	22685323																																																																								
P13134	GO:0009986	cell surface	FALSE	FALSE	FALSE		3	1322413	8344247	8930891																																																																								
P22855	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		3	12967911	9147644	1757461																																																																								
P54199	GO:0005813	centrosome	FALSE	FALSE	FALSE		3	12686615	15235793	15668173																																																																								
P25087	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		3	10722850	11737827	7879913																																																																								
P00447	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		3	16091782	19171118	25701798																																																																								
P06778	GO:0005730	nucleolus	FALSE	TRUE	FALSE		3	23790361	10508584	19520859																																																																								
Q00772	GO:0005618	cell wall	FALSE	FALSE	FALSE		3	22031291	9391108	10523653																																																																								
P60010	GO:0030027	lamellipodium	FALSE	FALSE	FALSE		3	9802902	22505937	8670801																																																																								
P06700	GO:0005874	microtubule	FALSE	FALSE	FALSE		3	20608984	15545655	23673559																																																																								
P60010	GO:0032587	ruffle membrane	FALSE	FALSE	FALSE		3	10430899	9430655	11739414																																																																								
P14180	GO:0032157	prospore contractile ring	FALSE	TRUE	FALSE		3	22573892	15772160	23468521																																																																								
P32266	GO:0000262	mitochondrial chromosome	FALSE	FALSE	FALSE		3	11038181	12566426	11038180																																																																								
P39743	GO:0016020	membrane	FALSE	FALSE	FALSE		3	9219339	23458500	26657738																																																																								
P11927	GO:0005635	nuclear envelope	FALSE	FALSE	FALSE		3	1581964	26076691	1607389																																																																								
P21576	GO:0005802	trans-Golgi network	FALSE	FALSE	FALSE		3	7698993	28256270	8534908																																																																								
P19073	GO:0001725	stress fiber	FALSE	FALSE	FALSE		3	19710424	21899677	15020407																																																																								
P0CG63	GO:0005739	mitochondrion	FALSE	TRUE	FALSE		3	26996128	24707813	27157140																																																																								
P15303	GO:0005829	cytosol	FALSE	FALSE	FALSE		3	9395526	1924322	7925484																																																																								
P28791	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		3	11477110	12471444	11493604																																																																								
P38221	GO:0005634	nucleus	FALSE	FALSE	FALSE		3	10330167	24478458	18385517																																																																								
P38925	GO:0009986	cell surface	FALSE	FALSE	FALSE		3	11602606	9988727	19369420																																																																								
P01149	GO:0005783	endoplasmic reticulum	FALSE	FALSE	FALSE		3	1543492	8314793	12194975																																																																								
P36027	GO:0009986	cell surface	FALSE	FALSE	FALSE		3	26362500	10330137	27337501																																																																								
P04807	GO:0005777	peroxisome	FALSE	FALSE	FALSE		3	18435762	17041184	10783241																																																																								
P32562	GO:0005816	spindle pole body	FALSE	FALSE	FALSE		3	14767068	15147270	15509790																																																																								
P17065	GO:0016020	membrane	FALSE	FALSE	FALSE		3	10747090	15647373	17134721																																																																								
P38994	GO:0015629	actin cytoskeleton	FALSE	FALSE	FALSE		3	12912920	15372071	9624178																																																																								
P25656	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		3	17928922	12589066	15375526																																																																								
P40344	GO:0005776	autophagosome	FALSE	FALSE	FALSE		3	15355958	25645919	25680528																																																																								
P32419	GO:0005829	cytosol	FALSE	FALSE	FALSE		3	7673155	9244381	11169757																																																																								
P38925	GO:0005773	vacuole	FALSE	FALSE	FALSE		3	9988727	19369420	11027260																																																																								
P36068	GO:0032541	cortical endoplasmic reticulum	FALSE	TRUE	FALSE		3	24906800	24056370	14691136																																																																								
P53258	GO:0016020	membrane	FALSE	FALSE	FALSE		3	15159385	10194338	15826951																																																																								
P33891	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		3	21482823	15958492	22685323																																																																								
P21524	GO:0005634	nucleus	FALSE	FALSE	FALSE		3	16452505	12732713	18851834																																																																								
Q01919	GO:0005819	spindle	FALSE	FALSE	FALSE		3	21709215	16039590	19605686																																																																								
Q12093	GO:0005881	cytoplasmic microtubule	FALSE	FALSE	FALSE		3	19001497	15800064	20970338																																																																								
Q12033	GO:0005768	endosome	FALSE	TRUE	FALSE		3	20190076	16407402	22865500																																																																								
P40088	GO:0005773	vacuole	FALSE	FALSE	FALSE		3	10608875	18768754	17420293																																																																								
P36132	GO:0016020	membrane	FALSE	FALSE	FALSE		3	20833140	26049106	17553790																																																																								
P38116	GO:0005768	endosome	FALSE	FALSE	FALSE		3	21562219	15564045	15314152																																																																								
P43551	GO:0090406	pollen tube	FALSE	FALSE	FALSE		3	11752391	19825600	16415208																																																																								
P11986	GO:0034399	nuclear periphery	FALSE	FALSE	FALSE		3	20932479	17373856	20702586																																																																								
P36130	GO:0005777	peroxisome	FALSE	FALSE	FALSE		3	19773362	21617372	18513378																																																																								
P33332	GO:0070382	exocytic vesicle	FALSE	FALSE	FALSE		3	22768263	26002719	15980192																																																																								
P12383	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		2	12223483	24807265																																																																									
P25491	GO:0005634	nucleus	FALSE	FALSE	FALSE		2	18032501	21698289																																																																									
P41821	GO:0005789	endoplasmic reticulum membrane	FALSE	TRUE	FALSE		2	14729456	16202999																																																																									
P27636	GO:0032157	prospore contractile ring	FALSE	TRUE	FALSE		2	25866389	17543869																																																																									
P33400	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		2	25002535	25359886																																																																									
P38987	GO:0000922	spindle pole	FALSE	FALSE	FALSE		2	25658911	26507466																																																																									
P0CG63	GO:0005770	late endosome	FALSE	TRUE	FALSE		2	11029042	10873832																																																																									
P11433	GO:0016020	membrane	FALSE	FALSE	FALSE		2	14872283	8723349																																																																									
P29465	GO:0005794	Golgi apparatus	FALSE	TRUE	FALSE		2	10500155	23926947																																																																									
P19073	GO:0032587	ruffle membrane	FALSE	TRUE	FALSE		2	12807912	10669753																																																																									
P43555	GO:0005773	vacuole	FALSE	FALSE	FALSE		2	11713678	9811561																																																																									
P60010	GO:0043332	mating projection tip	FALSE	FALSE	FALSE		2	18474625	2211820																																																																									
Q05670	GO:0005618	cell wall	FALSE	FALSE	FALSE		2	26681517	19403698																																																																									
Q02792	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		2	9315672	11106401																																																																									
P10591	GO:0005789	endoplasmic reticulum membrane	FALSE	TRUE	FALSE		2	8144572	18812321																																																																									
P23748	GO:0005634	nucleus	FALSE	TRUE	TRUE		2	23510481	18562688																																																																									
Q06685	GO:0005634	nucleus	FALSE	FALSE	FALSE		2	25093810	22452852																																																																									
P53037	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		2	12857846	7890739																																																																									
Q08685	GO:0005730	nucleolus	FALSE	FALSE	FALSE		2	16085490	18951025																																																																									
P32794	GO:0005737	cytoplasm	FALSE	TRUE	FALSE		2	17646390	16777077																																																																									
P13586	GO:0016529	sarcoplasmic reticulum	FALSE	FALSE	FALSE		2	10027971	11741891																																																																									
P15565	GO:0005654	nucleoplasm	FALSE	FALSE	FALSE		2	15911569	19602197																																																																									
Q00245	GO:0015629	actin cytoskeleton	FALSE	FALSE	FALSE		2	10207081	17351079																																																																									
